"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ph2h4- Ph7h6- Ph4h5- Pg7g6- Pd2d3- Bf8g7- Pe2e4- Pd7d6- Pf2f4- Pe7e5- Ng1f3- Pe5f4x Nf3g5- Qd8g5x Nb1c3- Pf4g3x Qd1e2- Nb8c6- Nc3b5- Nc6a5- Bc1d2- Pf7f5- Pe4f5x Na5c4- Qe2c4x Qg5g2x Bd2c3- Bc8e6- Nb5c7$ Ke8d7- Bf1c4x Ra8d8- Nc7e6x Kd7e6x Pb2b3- Qg2h1+ Ke1d2- Qh1d1+ Kd2d1x Pd6d5- Nc3d1x Bg7c3- Pa2a4- Bc3a1x Kd1e2- Ba1c3- Pb3b4- Bc3d4+ Ke2e1- Bd4e3- Pc2c3- Be3c1- Pb4b5- Pd5c4x Pb5b6- Pa7b6x Pa4a5- Rd8b8- Pa5b6x Ng8e7- Pa5b6x Ke6d5- Pb6b7x Kd5c4x Ke1f2- Rh8b8- Bc4b3+ Kc4b3x Bb3d5- Ne7d5x Kf2f3- Kb3a4- Kf3g4- Ph5g4$ Kg4g6x Pf5f4- Kg6f5- Pf4f3x Kf5g5- Pf3f2-","15","pseudolegal","Ph2h4- Ph7h6- Ph4h5- Pg7g6- Pd2d3- Bf8g7- Pe2e4- Pd7d6- Pf2f4- Pe7e5- Ng1f3- Pe5f4x Nf3g5- Qd8g5x Nb1c3- Pf4g3x","75 6 64 66 76 6 69 68 76 6 66 67 76 6 61 60 76 6 32 33 76 4 54 61 76 6 40 42 76 6 37 36 76 6 48 50 76 6 45 43 76 5 55 49 76 6 43 50 81 5 49 59 76 2 38 59 81 5 15 25 76 6 50 57 81 2 31 40 76 5 22 28 76 5 25 19 76 5 28 11 76 4 23 32 76 6 53 51 76 6 42 51 81 5 11 26 76 2 40 26 81 2 59 56 81 4 32 25 76 4 30 44 76 5 19 29 79 1 46 37 76 4 47 26 81 3 14 38 76 5 29 44 81 1 37 44 81 6 16 17 76 2 56 63 77 1 39 32 76 2 63 31 77 1 32 31 81 6 36 35 76 5 25 31 81 4 61 25 76 6 8 10 76 4 25 7 81 1 31 40 76 4 7 25 76 6 17 18 76 4 25 34 77 1 40 39 76 4 34 41 76 6 24 25 76 4 41 23 76 6 18 19 76 6 35 26 81 6 19 20 76 6 13 20 81 6 10 11 76 3 38 22 76 6 11 20 81 5 62 45 76 6 11 20 81 1 44 35 76 6 20 21 81 1 35 26 81 1 39 48 76 3 70 22 76 4 26 17 77 1 26 17 81 4 17 35 76 5 45 35 81 1 48 49 76 1 17 10 76 1 49 58 76 6 67 58 79 1 58 60 81 6 51 50 76 1 60 51 76 6 50 49 81 1 51 59 76 6 49 48 76"
"Pb2b4- Pf7f5- Pf2f4- Pe7e5- Pd2d3- Pf5f4x Pe3f4- Ng8f6- Ng1f3- Pc7c6- Pg2g3- Nf6h5- Nf3e5x Nh5f6- Pf4f5- Pg7g5- Pe2e3- Pg5g4- Pf5f6x Pd7d5- Ne5d3- Nf6e4- Nd3b4x Pb7b6- Pf6e7- Ne4f6- Pd3d4- Bc8b7- Pc2c3- Pb6b5- Pe3e4- Pd5e4x Pa1a3- Pa7a5- Pb4b5x Qd8a8- Pb5b6- Pe2e3- Bf1d3- Nb8d7- Bd3f5- Bb7g2- Qd1b3- Nd7b6x Qb3b6x Rh8g8- Bf5d7$ Nf6d7x Ke1e2- Nb6d7x Bc1e3x Qa8g2x Rh1g1- Qg2g1x Nb1a3- Qg1h2$ Ke2f3- Qh2g2+ Kf3e4- Qg2e4$ Ke4d3- Qe4h4- Na3b5- Qh4g5+ Kd3c3- Pa5a4- Be3g1x Pa4a3- Nb5a3x Bf8a3x Na3c2- Pa3a2x Kc3c2- Qa2a1- Nc2b4- Qg5e3+ Kc2c3- Qe3d4x Qd4a1x Qd4a1x","5","path obstruction","Pb2b4- Pf7f5- Pf2f4- Pe7e5- Pd2d3- Pf5f4x","75 6 16 18 76 6 53 51 76 6 48 50 76 6 45 43 76 6 32 33 76 6 51 50 81 6 41 50 76 5 62 52 76 5 55 49 76 6 29 28 76 6 56 57 76 5 52 67 76 5 49 43 81 5 67 52 76 6 50 51 76 6 61 59 76 6 40 41 76 6 59 58 76 6 51 52 81 6 37 35 76 5 43 33 76 5 52 42 76 5 33 18 81 6 21 20 76 6 52 45 76 5 42 52 76 6 33 34 76 4 30 21 76 6 24 25 76 6 20 19 76 6 41 42 76 6 35 42 81 6 7 9 76 6 13 11 76 6 18 19 81 2 38 14 76 6 19 20 76 6 40 41 76 4 47 33 76 5 22 37 76 4 33 51 76 4 21 56 76 2 31 17 76 5 37 20 81 2 17 20 81 3 70 62 76 4 51 37 79 5 52 37 81 1 39 40 76 5 20 37 81 4 23 41 81 2 14 56 81 3 63 55 76 2 56 55 81 5 15 9 76 2 55 64 79 1 40 49 76 2 64 56 77 1 49 42 76 2 56 42 79 1 42 33 76 2 42 66 76 5 9 19 76 2 66 59 77 1 33 25 76 6 11 10 76 4 41 55 81 6 10 9 76 5 19 9 81 4 54 9 81 5 9 24 76 6 9 8 81 1 25 24 76 2 8 7 76 5 24 18 76 2 59 41 77 1 24 25 76 2 41 34 81 2 34 7 81 2 34 7 81"
"Ph2h4- Pe7e6- Pa2a4- Ke8e7- Pb2b3- Ng8f6- Pc2c3- Bf8c5- Pe2e3- Nf6d5- Bf1c4- Nd5c3x Pd2c3x Pc7c5- Pc3c4- Nb8c6- Bc4b3- Pb7b6- Pg2g4- Pd7d5- Pg4g5- Pd5d4- Pe3d4x Pc5d4x Pg5f6x Pe6e5- Pf6g7x Bc8g4- Bb3d5- Bg4d1x Qg7h8x Qd8h8x Pf2f3- Nc6d4x Pf3g4x Nd4f5- Pg4f5x Nf5g7- Bb3f7$ Ke7f7x Ng1e2- Ng7f5- Nb1d2- Nf5d4- Ne2d4x Ng7f5- Nd2b3- Nf5d4x Qa1d1- Nd4f3+ Ke1f2- Nf3d2- Kf2g3- Nd2f1+ Kg3h2- Nf1e3+ Kh2g3- Ne3d1x Nb3d2- Bd1e2- Nd2e4- Nd1c3- Be4a8x Re2e4- Ng1e2- Re4e2x Ne2f4- Re2d2+ Kg3f2- Rd2a2- Nf4e2- Ra2a1- Ne2c1- Ra1c1$ Kf2c1x Nc3e2- Nc1b3- Ne2c3- Nb3c5- Nc3a4x","7","path obstruction","Ph2h4- Pe7e6- Pa2a4- Ke8e7- Pb2b3- Ng8f6- Pc2c3- Bf8c5-","75 6 64 66 76 6 45 44 76 6 8 10 76 1 46 45 76 6 16 17 76 5 62 52 76 6 24 25 76 4 54 27 76 6 40 41 76 5 52 35 76 4 47 26 76 5 35 25 81 6 32 25 81 6 29 27 76 6 25 26 76 5 22 28 76 4 26 17 76 6 21 20 76 6 56 58 76 6 37 35 76 6 58 59 76 6 35 34 76 6 41 34 81 6 27 34 81 6 59 52 81 6 44 43 76 6 52 61 81 4 30 58 76 4 17 35 76 4 58 31 81 2 61 70 81 2 38 70 81 6 48 49 76 5 28 34 81 6 49 58 81 5 34 51 76 6 58 51 81 5 51 61 76 4 17 53 79 1 45 53 81 5 55 40 76 5 61 51 76 5 15 32 76 5 51 34 76 5 40 34 81 5 61 51 76 5 32 17 76 5 51 34 81 2 7 31 76 5 34 49 77 1 39 48 76 5 49 32 76 1 48 57 76 5 32 47 77 1 57 64 76 5 47 41 77 1 64 57 76 5 41 31 81 5 17 32 76 4 31 40 76 5 32 42 76 5 31 25 76 4 42 14 81 3 40 42 76 5 55 40 76 3 42 40 81 5 40 50 76 3 40 32 77 1 57 48 76 3 32 8 76 5 50 40 76 3 8 7 76 5 40 23 76 3 7 23 79 1 48 23 81 5 25 40 76 5 23 17 76 5 40 25 76 5 17 27 76 5 25 10 81"
"Pb2b3- Pa7a5- Ph2h3- Pb7b6- Pg2g4- Pg7g6- Bf1g2- Ph7h5- Pg4g5- Ph5h4- Ng1f3- Pf7f6- Nf3h4x Nb8c6- Pg5f6x Pe7f6x Pe2e3- Pf6f5- Pe3e4- Pf5e4x Bg2e4x Bf8e7- Be4h7- Be7h4x Pd2d3- Ng8e7- Pd3d4- Ne7g6- Pc2c3- Bh4g5- Nb1d2- Bg5f4- Qd1h5- Bf4c1x Ra1c1x Bc1e3- Rc1d1- Be3d4x Pc3d4x Qd8e7- Nd2c4- Qe7b4+ Ke1f1- Qb4e7- Bh7g6$ Ke8e7- Nc4d2- Qe7e4- Pd4d5- Pd7d6- Pd5d6x Qe4f5- Qh5e2- Qf5d5- Rh1h5- Pc7d6x Rd1d6x Bc8e6- Rd6e6x Qd5e6x Rh5f5- Qe6e7- Nd2e4- Qe7e4x Qe2e4x Qe4c2- Rf5e5- Qc2b2- Re5e1- Qb2a2x Ne4d6- Be6d5- Re1e8+ Ke7d7- Qd6a6+ Kd7c6- Qa6e6+ Kc6b5- Qe6e8+ Kb5b4-","22","path obstruction","Pb2b3- Pa7a5- Ph2h3- Pb7b6- Pg2g4- Pg7g6- Bf1g2- Ph7h5- Pg4g5- Ph5h4- Ng1f3- Pf7f6- Nf3h4x Nb8c6- Pg5f6x Pe7f6x Pe2e3- Pf6f5- Pe3e4- Pf5e4x Bg2e4x Bf8e7- Be4h7-","75 6 16 17 76 6 13 11 76 6 64 65 76 6 21 20 76 6 56 58 76 6 61 60 76 4 47 56 76 6 69 67 76 6 58 59 76 6 67 66 76 5 55 49 76 6 53 52 76 5 49 66 81 5 22 28 76 6 59 52 81 6 45 52 81 6 40 41 76 6 52 51 76 6 41 42 76 6 51 42 81 4 56 42 81 4 54 45 76 4 42 69 76 4 45 66 81 6 32 33 76 5 62 45 76 6 33 34 76 5 45 60 76 6 24 25 76 4 66 59 76 5 15 32 76 4 59 50 76 2 31 67 76 4 50 23 81 3 7 23 81 4 23 41 76 3 23 31 76 4 41 34 81 6 25 34 81 2 38 45 76 5 32 26 76 2 45 18 77 1 39 47 76 2 18 45 76 4 69 60 79 1 46 45 76 5 26 32 76 2 45 42 76 6 34 35 76 6 37 36 76 6 35 36 81 2 42 51 76 2 67 40 76 2 51 35 76 3 63 67 76 6 29 36 81 3 31 36 81 4 30 44 76 3 36 44 81 2 35 44 81 3 67 51 76 2 44 45 76 5 32 42 76 2 45 42 81 2 40 42 81 2 42 24 76 3 51 43 76 2 24 16 76 3 43 39 76 2 16 8 81 5 42 36 76 4 44 35 76 3 39 46 77 1 45 37 76 2 36 12 77 1 37 28 76 2 12 44 77 1 28 19 76 2 44 46 77 1 19 18 76"
"Pb2b4- Pe7e5- Pe2e4- Qd8f6- Nb1c3- Pd7d6- Pf2f4- Pe5f4x Bc1b2- Nb8c6- Ng1e2- Qf6g6- Pg2g4- Nc6d4- Ph2h4- Nd4f3+ Ke1f2- Nf3h4x Ne2f4x Qg6e4$ Nf4g2- Nh4f3+ Bf1e2- Qe4c4- Qd1g4- Nf3g5- Qg4g5x Ph7h6- Qg5g4- Qc4d5- Ng2e3- Ng8e7- Ne3g4- Ne7g6- Ng4e5- Ng6e5x Pf4e5x Pd6e5x Pd2d4- Qd5d4x Pe3d4x Rh8g8- Pd4e5x Rg8g5- Pe5e6- Rg5g1+ Kf2e1- Ng6e5- Rh1e1- Pc7c6- Pe6e7- Nc6e7- Pf4f5- Ne5d3+ Ke1d2- Pb7b6- Ra1c1- Nd3e5- Re1e5- Ra8d8- Rc1e1- Rd8d4- Pf5f6- Rd4d3+ Kd2e3- Bc8d7- Re7e5+ Ke8d7- Re5d4- Bf8c5- Rd4f4- Rd3d1+ Ke3f2- Rd1d4+ Kf2e1- Bc5e3+ Ke1d1- Be3f4x Pc2c3- Rf4f3+","19","pseudolegal","Pb2b4- Pe7e5- Pe2e4- Qd8f6- Nb1c3- Pd7d6- Pf2f4- Pe5f4x Bc1b2- Nb8c6- Ng1e2- Qf6g6- Pg2g4- Nc6d4- Ph2h4- Nd4f3+ Ke1f2- Nf3h4x Ne2f4x Qg6e4$","75 6 16 18 76 6 45 43 76 6 40 42 76 2 38 52 76 5 15 25 76 6 37 36 76 6 48 50 76 6 43 50 81 4 23 16 76 5 22 28 76 5 55 40 76 2 52 60 76 6 56 58 76 5 28 34 76 6 64 66 76 5 34 49 77 1 39 48 76 5 49 66 81 5 40 50 81 2 60 42 79 5 50 56 76 5 66 49 77 4 47 40 76 2 42 26 76 2 31 58 76 5 49 59 76 2 58 59 81 6 69 68 76 2 59 58 76 2 26 35 76 5 56 41 76 5 62 45 76 5 41 58 76 5 45 60 76 5 58 43 76 5 60 43 81 6 50 43 81 6 36 43 81 6 32 34 76 2 35 34 81 6 41 34 81 3 70 62 76 6 34 43 81 3 62 59 76 6 43 44 76 3 59 55 77 1 48 39 76 5 60 43 76 3 63 39 76 6 29 28 76 6 44 45 76 5 28 45 76 6 50 51 76 5 43 33 77 1 39 32 76 6 21 20 76 3 7 23 76 5 33 43 76 3 39 43 76 3 14 38 76 3 23 39 76 3 38 34 76 6 51 52 76 3 34 33 77 1 32 41 76 4 30 37 76 3 45 43 77 1 46 37 76 3 43 34 76 4 54 27 76 3 34 50 76 3 33 31 77 1 41 48 76 3 31 34 77 1 48 39 76 4 27 41 77 1 39 31 76 4 41 50 81 6 24 25 76 3 50 49 77"
"Pd2d4- Pe7e5- Ng1f3- Pe5d4- Pc2c4- Pd7d6- Pe2e4- Nb8c6- Pa2a3- Bc8e6- Pb2b4- Qd8e7- Bf1b5- Pa7a6- Bb5c6$ Pb7c6x Pa3a4- Ng8f6- Bc1a3- Ph7h6- Ba3f8x Rh8g8- Pe4e5- Pd6e5x Pd4e5x Nf6d7- Ke1g1- Nd7e5x Bb5c6$ Ke8f8- Rf1e1- Pf7f6- Nb1d2- Be6g4- Qd1e2- Bg4e2x Re1e2x Qe7e2x Pg2g3- Qe2f3x Ra1e1- Rg8e8- Qe2c2- Re8e1$ Qc2b1- Qf3e1$ Re2e1x Qe1e7- Qb1e1x Rg8e8- Pa4a5- Re8e1$ Kg1g2- Re1a1+ Kg2f3- Ra1h1- Qe1e8+ Kf8e8x Re1e8$ Ke8d7- Re8a8$ Kd7e8- Ra8a7+ Ke8f7- Ph2h4- Qe7b7- Ph4h5- Pf6e5x Ph5h6x Pg7h6x Ra7g7+ Kf7g7x Rg7c7$ Kg7h6x Pb4b5- Pe5e4+ Kf3f4- Pe4e3+ Kf4e3x Kh6g5-","3","piece logic","Pd2d4- Pe7e5- Ng1f3- Pe5d4-","75 6 32 34 76 6 45 43 76 5 55 49 76 6 43 34 76 6 24 26 76 6 37 36 76 6 40 42 76 5 22 28 76 6 8 9 76 4 30 44 76 6 16 18 76 2 38 45 76 4 47 19 76 6 13 12 76 4 19 28 79 6 21 28 81 6 9 10 76 5 62 52 76 4 23 9 76 6 69 68 76 4 9 54 81 3 70 62 76 6 42 43 76 6 36 43 81 6 34 43 81 5 52 37 76 1 39 55 76 5 37 43 81 4 19 28 79 1 46 54 76 3 47 39 76 6 53 52 76 5 15 32 76 4 44 58 76 2 31 40 76 4 58 40 81 3 39 40 81 2 45 40 81 6 56 57 76 2 40 49 81 3 7 39 76 3 62 46 76 2 40 24 76 3 46 39 79 2 24 15 76 2 49 39 79 3 40 39 81 2 39 45 76 2 15 39 81 3 62 46 76 6 10 11 76 3 46 39 79 1 55 56 76 3 39 7 77 1 56 49 76 3 7 63 76 2 39 46 77 1 54 46 81 3 39 46 79 1 46 37 76 3 46 14 79 1 37 46 76 3 14 13 77 1 46 53 76 6 64 66 76 2 45 21 76 6 66 67 76 6 52 43 81 6 67 68 81 6 61 68 81 3 13 61 77 1 53 61 81 3 61 29 79 1 61 68 81 6 18 19 76 6 43 42 77 1 49 50 76 6 42 41 77 1 50 41 81 1 68 59 76"
"Pc2c4- Pb7b6- Ng1h3- Pc7c6- Pb2b3- Ng8f6- Pg2g3- Bc8a6- Bc1a3- Pc6c5- Bf1g2- Pg7g6- Nh3f4- Bf8g7- Nb1c3- Ke8g8- Nf4e2- Pd7d6- Pa2a4- Nb8d7- Pa4a5- Pb6a5x Pb3b4- Nd7b6- Nc3a4- Pa5b4x Pd2d3- Nb6d7- Qd1b3- Nd7f8- Pf2f4- Pe7e6- Na4b2- Nf6g4- Ph2h3- Nf8g6- Ph3g4x Pb4a3x Ra1a3x Pa3b2x Ra3b2x Ng6f4- Rb2c2- Nf4g2x Ke1f2- Ng2f4- Rh1g1- Nf4d3x Qb3b2- Nd3b2x Kf2f1- Qd8c7- Rg1f1- Nd3b2x Pe2e3- Nb2d3- Pe3e4- Nd3b2x Qb2b1- Qc7b7- Kf1f2- Qb7e4x Kf2g1- Qe4e5- Na4c3- Qe5c3$ Kg1h2- Qc3c2x Rf1g1- Qc2c1- Pd3d4- Qc1g1$ Kh2g1x Pc5d4x Ph3h4- Ra8d8- Pg4g5- Qg1g5$ Kg1h2- Qg5f5+","16","path obstruction","Pc2c4- Pb7b6- Ng1h3- Pc7c6- Pb2b3- Ng8f6- Pg2g3- Bc8a6- Bc1a3- Pc6c5- Bf1g2- Pg7g6- Nh3f4- Bf8g7- Nb1c3- Ke8g8- Nf4e2-","75 6 24 26 76 6 21 20 76 5 55 65 76 6 29 28 76 6 16 17 76 5 62 52 76 6 56 57 76 4 30 12 76 4 23 9 76 6 28 27 76 4 47 56 76 6 61 60 76 5 65 50 76 4 54 61 76 5 15 25 76 1 46 62 76 5 50 40 76 6 37 36 76 6 8 10 76 5 22 37 76 6 10 11 76 6 20 11 81 6 17 18 76 5 37 20 76 5 25 10 76 6 11 18 81 6 32 33 76 5 20 37 76 2 31 17 76 5 37 54 76 6 48 50 76 6 45 44 76 5 10 16 76 5 52 58 76 6 64 65 76 5 54 60 76 6 65 58 81 6 18 9 81 3 7 9 81 6 9 16 81 3 9 16 81 5 60 50 76 3 16 24 76 5 50 56 81 1 39 48 76 5 56 50 76 3 63 55 76 5 50 33 81 2 17 16 76 5 33 16 81 1 48 47 76 2 38 29 76 3 55 47 76 5 33 16 81 6 40 41 76 5 16 33 76 6 41 42 76 5 33 16 81 2 16 15 76 2 29 21 76 1 47 48 76 2 21 42 81 1 48 55 76 2 42 43 76 5 10 25 76 2 43 25 79 1 55 64 76 2 25 24 81 3 47 55 76 2 24 23 76 6 33 34 76 2 23 55 79 1 64 55 81 6 27 34 81 6 65 66 76 3 14 38 76 6 58 59 76 2 55 59 79 1 55 64 76 2 59 51 77"
"Pg2g4- Pg7g5- Ph2h3- Ph7h6- Pf2f3- Pf7f5- Nb1c3- Pd7d6- Ph3h4- Pe7e5- Pe2e4- Pf5f4- Pd2d3- Pf4g3- Pa2a4- Pb7b6- Bc1d2- Pb6b5- Pb2b3- Pb5b4- Pb3b4x Ng8f6- Pc2c3- Rh8g8- Bd2g5x Bc8e6- Bg5f6x Rg8g7- Pa4a5- Pa5b4x Pc3c4- Pb4b3- Pb3c4- Rg7h7- Pc4c5- Bf8g7- Bf6e5x Rh7f7- Pc5d6x Bg7e5x Ra1c1- Be5c3- Ng1e2- Bc3d2$ Ke1d2x Qd8d6$ Kd2e1- Pa7a6- Pe4e5- Nb8d7- Ke1f2- Pd6e5x Pd4e5x Be6b3- Rc1c5- Qd6e5x Kf2g1- Qe5e4- Qd1d2- Qe4f5- Rh1d1- Bb3c4- Rd1e1- Qf5d3- Rc5c2- Bc4d5- Re1d1- Bd5c4- Ne2c3- Qd3f3x Qd2c2- Bc4e2- Nc3b5- Be2b5x Qc2b3- Ke8d8- Pf3f4- Qf3g3+ Kg1f1- Ra8d8-","13","pseudolegal","Pg2g4- Pg7g5- Ph2h3- Ph7h6- Pf2f3- Pf7f5- Nb1c3- Pd7d6- Ph3h4- Pe7e5- Pe2e4- Pf5f4- Pd2d3- Pf4g3-","75 6 56 58 76 6 61 59 76 6 64 65 76 6 69 68 76 6 48 49 76 6 53 51 76 5 15 25 76 6 37 36 76 6 65 66 76 6 45 43 76 6 40 42 76 6 51 50 76 6 32 33 76 6 50 57 76 6 8 10 76 6 21 20 76 4 23 32 76 6 20 19 76 6 16 17 76 6 19 18 76 6 17 18 81 5 62 52 76 6 24 25 76 3 70 62 76 4 32 59 81 4 30 44 76 4 59 52 81 3 62 61 76 6 10 11 76 6 11 18 81 6 25 26 76 6 18 17 76 6 17 26 76 3 61 69 76 6 26 27 76 4 54 61 76 4 52 43 81 3 69 53 76 6 27 36 81 4 61 43 81 3 7 23 76 4 43 25 76 5 55 40 76 4 25 32 79 1 39 32 81 2 38 36 79 1 32 39 76 6 13 12 76 6 42 43 76 5 22 37 76 1 39 48 76 6 36 43 81 6 34 43 81 4 44 17 76 3 23 27 76 2 36 43 81 1 48 55 76 2 43 42 76 2 31 32 76 2 42 51 76 3 63 31 76 4 17 26 76 3 31 39 76 2 51 33 76 3 27 24 76 4 26 35 76 3 39 31 76 4 35 26 76 5 40 25 76 2 33 49 81 2 32 24 76 4 26 40 76 5 25 19 76 4 40 19 81 2 24 17 76 1 46 38 76 6 49 50 76 2 49 57 77 1 55 47 76 3 14 38 76"
"Pa2a3- Pc2c4- Pb2b3- Nb8c6- Pb3c4- Pe7e5- Pg2g3- Ng8f6- Bf1g2- Pd7d6- Pe2e3- Pg7g6- Pd2d4- Bf8g7- Pd4d5- Pc6c5- Pd5c6- Nf6d7- Nb1c3- Ke8g8- Ng1e2- Nd7b6- Be3b6x Bg7c3x Ke1g1- Bc3a1x Qd1e1- Qd8d7- Bc1b2- Pf7f5- Rf1d1- Pf5f4- Pg3f4x Bc8e6- Pf4f5- Nd7c5- Pg3g4- Nc5d3- Rd1c1- Nd3b2x Rc1c2- Nb2d3- Pf2f3- Be6d7- Ne2d4- Qd7c6- Nd4c6x Bb7c6x Qe1f2- Nd3f2x Rc2f2x Nf2d3- Kg1f2- Nd3f2$ Kf2g3- Nf2d3- Bg2f1- Nd3f2- Nc3b5- Nf2h3x Rd1g1- Nh3f4- Qf2h4- Nf4e6- Qh4f2- Ne6g5- Kg3f4- Qc6c2+ Kf4g5x Ph7h5- Bf1g2- Ph5h4+ Kg5h4x Ph4h3- Pg4g5- Pg6g5+ Kh4g5x Qc2c1+ Kg5h4- Qc1g1$","1","piece logic","Pa2a3- Pc2c4-","75 6 8 9 76 6 24 26 76 6 16 17 76 5 22 28 76 6 17 26 76 6 45 43 76 6 56 57 76 5 62 52 76 4 47 56 76 6 37 36 76 6 40 41 76 6 61 60 76 6 32 34 76 4 54 61 76 6 34 35 76 6 28 27 76 6 35 28 76 5 52 37 76 5 15 25 76 1 46 62 76 5 55 40 76 5 37 20 76 4 41 20 81 4 61 25 81 1 39 55 76 4 25 7 81 2 31 39 76 2 38 37 76 4 23 16 76 6 53 51 76 3 47 31 76 6 51 50 76 6 57 50 81 4 30 44 76 6 50 51 76 5 37 27 76 6 57 58 76 5 27 33 76 3 31 23 76 5 33 16 81 3 23 24 76 5 16 33 76 6 48 49 76 4 44 37 76 5 40 34 76 2 37 28 76 5 34 28 81 4 21 28 81 2 39 48 76 5 33 48 81 3 24 48 81 5 48 33 76 1 55 48 76 5 33 48 79 1 48 57 76 5 48 33 76 4 56 47 76 5 33 48 76 5 25 19 76 5 48 65 81 3 31 55 76 5 65 50 76 2 48 66 76 5 50 44 76 2 66 48 76 5 44 59 76 1 57 50 76 2 28 24 77 1 50 59 81 6 69 67 76 4 47 56 76 6 67 66 77 1 59 66 81 6 66 65 76 6 58 59 76 6 60 59 77 1 66 59 81 2 24 23 77 1 59 66 76 2 23 55 79"
"Ph2h4- Pe7e5- Qd1f3- Qd8f6- Ph4h5- Nb8c6- Qf3f6x Pg7f6x Qf6e5$ Ke8e7- Ke1d1- Bf8c5- Kd1e2- Pd7d6- Ke2e1- Bc8e6- Ng1f3- Bc5f2x Ke1f2x Ng8f6- Pd2d4- Be6g4- Pc2c3- Nc6d4$ Kf2e1- Nd4f3$ Ke1f2- Nf3d2- Kf2e1- Nd2b3- Ke1d2- Nb3a5- Pa2a4- Bg4f5- Pg2g4- Nf6e4+ Kd2c2- Bf5e4- Pb2b4- Be4f3- Bc1a3- Bf3e2x Rh1e1- Be2d3- Re1e2- Qd8f6- Re2f2- Bd3f1x Pa4a5x Na5c4- Kc2b3- Nc4d6+ Kb3a4- Bf1c4- Nb1a3- Nd6b5+ Ka4b5x Pc7c6- Na3c4x Pc6b5x Ba3b2- Pb5a4+ Kb5b6- Nd6c4$ Kb6b5- Nc4d2+ Kb5a6- Nd2f3- Pg4g5- Nf3d2+ Ka6b5- Nc6d8- Na3c4- Nd8c6- Nc4e5x Nc6e5$ Kb5c4- Ne5c4+ Kc4d3- Nc4e5+","2","path obstruction","Ph2h4- Pe7e5- Qd1f3-","75 6 64 66 76 6 45 43 76 2 31 49 76 2 38 52 76 6 66 67 76 5 22 28 76 2 49 52 81 6 61 52 81 2 52 43 79 1 46 45 76 1 39 31 76 4 54 27 76 1 31 40 76 6 37 36 76 1 40 39 76 4 30 44 76 5 55 49 76 4 27 48 81 1 39 48 81 5 62 52 76 6 32 34 76 4 44 58 76 6 24 25 76 5 28 34 79 1 48 39 76 5 34 49 79 1 39 48 76 5 49 32 76 1 48 39 76 5 32 17 76 1 39 32 76 5 17 11 76 6 8 10 76 4 58 51 76 6 56 58 76 5 52 42 77 1 32 24 76 4 51 42 76 6 16 18 76 4 42 49 76 4 23 9 76 4 49 40 81 3 63 39 76 4 40 33 76 3 39 40 76 2 38 52 76 3 40 48 76 4 33 47 81 6 10 11 81 5 11 26 76 1 24 17 76 5 26 36 77 1 17 10 76 4 47 26 76 5 15 9 76 5 36 19 77 1 10 19 81 6 29 28 76 5 9 26 81 6 28 19 81 4 9 16 76 6 19 10 77 1 19 20 76 5 36 26 79 1 20 19 76 5 26 32 77 1 19 12 76 5 32 49 76 6 58 59 76 5 49 32 77 1 12 19 76 5 28 38 76 5 9 26 76 5 38 28 76 5 26 43 81 5 28 43 79 1 19 26 76 5 43 26 77 1 26 33 76 5 26 43 77"
